         20874020 function calls (19984092 primitive calls) in 221.636 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        9    0.000    0.000    0.017    0.002 figure.py:1647(gca)
       26    0.000    0.000    0.000    0.000 op_selector.py:28(is_iterable)
       54    0.000    0.000    0.000    0.000 env.py:246(get_project)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:658(_code_to_timestamp_pyc)
       51    0.000    0.000    0.000    0.000 typing.py:855(__reduce__)
       86    0.000    0.000    0.000    0.000 {method 'get_width_height' of 'matplotlib.ft2font.FT2Font' objects}
        1    0.000    0.000    0.000    0.000 patches.py:2230(__new__)
       18    0.000    0.000    0.000    0.000 normalize.py:34(normalize_exceptions)
       18    0.000    0.000    0.000    0.000 cookiejar.py:1219(vals_sorted_by_key)
        4    0.000    0.000    0.003    0.001 legend_handler.py:103(legend_artist)
        2    0.000    0.000    0.000    0.000 enum.py:81(__init__)
        5    0.000    0.000    0.000    0.000 take.py:564(_take_preprocess_indexer_and_fill_value)
       16    0.000    0.000    0.000    0.000 transforms.py:658(<listcomp>)
       36    0.000    0.000    0.000    0.000 default_element.py:560(is_missing)
       21    0.000    0.000    0.000    0.000 node.py:143(parent_nodes)
        2    0.000    0.000    0.000    0.000 base_rnn.py:405(get_input_spec)
        3    0.000    0.000    0.000    0.000 cfg.py:918(visit_Try)
        9    0.000    0.000    0.002    0.000 cfg.py:238(visit_forward)
        9    0.000    0.000    0.000    0.000 resources.py:10(parse_sm_secrets)
        1    0.000    0.000    0.000    0.000 OmegaConfGrammarLexer.py:330(__init__)
       78    0.000    0.000    0.000    0.000 ast.py:743(delimit)
       11    0.000    0.000    0.000    0.000 backend.py:1927(_set_rng_type)
        3    0.000    0.000    0.000    0.000 wandb_init.py:399(_safe_symlink)
        5    0.000    0.000    0.000    0.000 config.py:635(_get_root)
        8    0.000    0.000    0.000    0.000 callbacks.py:913(_implements_train_batch_hooks)
        2    0.000    0.000    0.000    0.000 take.py:287(_get_take_nd_function_cached)
       17    0.000    0.000    0.000    0.000 resolver.py:21(__init__)
        6    0.000    0.000    0.000    0.000 constructor.py:270(construct_yaml_float)
       29    0.000    0.000    0.000    0.000 base_layer.py:3368(_expects_training_arg)
        2    0.000    0.000    0.000    0.000 printer.py:132(__init__)
        2    0.000    0.000    0.001    0.000 common.py:1165(_is_binary_mode)
       10    0.000    0.000    0.000    0.000 grammar_visitor.py:303(_createPrimitive)
        6    0.000    0.000    0.000    0.000 base_layer.py:3795(build)
      110    0.000    0.000    0.000    0.000 func_graph.py:986(<listcomp>)
        2    0.000    0.000    0.004    0.002 cmd.py:662(is_cygwin)
        3    0.000    0.000    0.000    0.000 generic.py:585(_get_axis)
        2    0.000    0.000    0.000    0.000 base.py:38(__init__)
       36    0.000    0.000    0.000    0.000 default_element.py:376(get_config_path)
        1    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedRandom' objects}
       24    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(clip)
       72    0.000    0.000    0.000    0.000 function_spec.py:162(<genexpr>)
       29    0.000    0.000    0.000    0.000 base_layer_utils.py:565(__init__)
        5    0.000    0.000    0.000    0.000 enum.py:582(_find_data_type)
        4    0.000    0.000    0.002    0.000 while_v2.py:443(grad_cond)
        3    0.000    0.000    0.000    0.000 callbacks.py:270(_add_default_callbacks)
        2    0.000    0.000    0.000    0.000 function_base.py:1319(diff)
       30    0.000    0.000    0.000    0.000 LexerAction.py:97(execute)
       65    0.000    0.000    0.000    0.000 lines.py:1211(set_markeredgecolor)
    80/76    0.000    0.000    0.000    0.000 spines.py:202(_ensure_position_is_set)
       20    0.000    0.000    0.000    0.000 gen_array_ops.py:10405(<listcomp>)
        3    0.000    0.000    0.000    0.000 session.py:83(update)
        4    0.000    0.000    0.000    0.000 utils.py:60(filter_empty_gradients)
        3    0.000    0.000    0.000    0.000 losses_utils.py:93(remove_squeezable_dimensions)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1475(__init__)
        4    0.000    0.000    0.005    0.001 range_op.py:24(_range)
    29/16    0.000    0.000    0.000    0.000 typing.py:352(__getitem__)
        9    0.000    0.000    0.009    0.001 wandb_settings.py:1246(_run_url)
        5    0.000    0.000    0.000    0.000 legend.py:639(_set_artist_props)
       14    0.000    0.000    0.000    0.000 _utils.py:137(OmegaConfLoader)
      174    0.000    0.000    0.000    0.000 PredictionContext.py:163(isEmpty)
       37    0.000    0.000    0.001    0.000 emitter.py:392(expect_first_block_mapping_key)
        1    0.000    0.000    0.000    0.000 base.py:7553(ensure_index_from_sequences)
        4    0.000    0.000    0.000    0.000 axis.py:2638(_update_offset_text_position)
        1    0.000    0.000    0.007    0.007 training.py:765(_get_single_optimizer)
        9    0.000    0.000    0.004    0.000 wandb_settings.py:1237(_project_url)
        4    0.000    0.000    0.000    0.000 data_adapter.py:549(can_handle)
       88    0.000    0.000    0.000    0.000 default_element.py:462(is_self)
       20    0.000    0.000    0.000    0.000 configparser.py:649(add_section)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(nanmin)
      100    0.000    0.000    0.000    0.000 backend_bases.py:886(get_snap)
       18    0.000    0.000    0.000    0.000 device_spec.py:369(_components_to_string)
        5    0.000    0.000    0.000    0.000 inference.py:273(is_dict_like)
       23    0.000    0.000    0.000    0.000 _param_validation.py:259(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method math.ceil}
        1    0.000    0.000    0.000    0.000 datetimes.py:2184(_sequence_to_dt64)
        1    0.000    0.000    0.000    0.000 wandb_setup.py:240(_check)
        1    0.000    0.000    0.000    0.000 keras_tensor.py:670(keras_tensor_from_type_spec)
        6    0.000    0.000    0.001    0.000 training.py:3429(_set_save_spec)
       37    0.000    0.000    0.001    0.000 _common.py:9(from_package)
        2    0.000    0.000    0.001    0.001 overrides_parser.py:107(create_functions)
       29    0.000    0.000    0.000    0.000 layer_utils.py:797(split_out_first_arg)
       12    0.000    0.000    0.000    0.000 fromnumeric.py:2578(ptp)
        4    0.000    0.000    0.000    0.000 while_v2_indexed_slices_rewriter.py:28(rewrite_grad_indexed_slices)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1233(_get_parent_path)
       22    0.000    0.000    0.000    0.000 type_spec.py:483(_deserialize)
        1    0.000    0.000    0.000    0.000 compile_utils.py:338(_get_loss_object)
      6/3    0.000    0.000    0.001    0.000 return_statements.py:89(_visit_statement_block)
       18    0.000    0.000    0.000    0.000 keras_tensor.py:144(shape)
       80    0.000    0.000    0.000    0.000 spines.py:558(__getattr__)
       48    0.000    0.000    0.000    0.000 ast.py:765(set_precedence)
        7    0.000    0.000    0.000    0.000 base.py:609(_dtype_to_subclass)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedWriter' objects}
        4    0.000    0.000    0.000    0.000 input_spec.py:120(__repr__)
       16    0.000    0.000    0.000    0.000 op_selector.py:21(is_differentiable)
        2    0.000    0.000    0.003    0.001 math_grad.py:31(_safe_shape_div)
       44    0.000    0.000    0.000    0.000 ops.py:6417(_assert_same_graph)
        1    0.000    0.000    0.000    0.000 LL1Analyzer.py:6(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:1127(__init__)
        4    0.000    0.000    0.000    0.000 tf_stack.py:139(get_filtered_filenames)
       24    0.000    0.000    0.000    0.000 templates.py:181(visit_Attribute)
        1    0.000    0.000    0.000    0.000 adam.py:107(__init__)
       26    0.000    0.000    0.000    0.000 inspect.py:237(istraceback)
        2    0.000    0.000    0.000    0.000 __init__.py:1069(findCaller)
       18    0.000    0.000    0.000    0.000 symbol_database.py:69(RegisterMessage)
       18    0.000    0.000    0.000    0.000 defaults_list.py:123(is_overridden)
        9    0.000    0.000    0.000    0.000 cfg.py:687(_process_exit_statement)
       27    0.000    0.000    0.000    0.000 copy.py:210(<listcomp>)
       10    0.000    0.000    0.000    0.000 parser.py:476(parse_flow_sequence_entry)
        2    0.000    0.000    0.000    0.000 enum.py:618(_find_new_)
    14/11    0.000    0.000    0.000    0.000 data_structures.py:814(__getattribute__)
        1    0.000    0.000    0.000    0.000 term.py:20(termsetup)
        2    0.000    0.000    0.000    0.000 datetimes.py:2428(maybe_convert_dtype)
        5    0.000    0.000    0.000    0.000 base.py:617(_get_config_path)
        2    0.000    0.000    0.006    0.003 axis.py:882(clear)
        2    0.000    0.000    0.000    0.000 typing.py:909(__getitem__)
       57    0.000    0.000    0.000    0.000 shape_base.py:207(_arrays_for_stack_dispatcher)
        4    0.000    0.000    0.000    0.000 signal.py:34(_enum_to_int)
       20    0.000    0.000    0.000    0.000 tensor_shape.py:883(<genexpr>)
       66    0.000    0.000    0.000    0.000 transformer.py:187(__init__)
       12    0.000    0.000    0.000    0.000 cfg.py:168(__init__)
        4    0.000    0.000    0.000    0.000 ParserATNSimulator.py:807(computeStartState)
       12    0.000    0.000    0.000    0.000 range_op.py:65(_build_tensor)
       25    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 wandb_settings.py:1797(_apply_init)
        6    0.000    0.000    0.000    0.000 axis.py:924(reset_ticks)
        4    0.000    0.000    0.000    0.000 callbacks.py:22(_notify)
        1    0.000    0.000    0.000    0.000 figure.py:126(__init__)
        4    0.000    0.000    0.000    0.000 selectors.py:248(unregister)
       14    0.000    0.000    0.000    0.000 pathlib.py:974(__truediv__)
       37    0.000    0.000    0.000    0.000 argparse.py:1363(register)
       22    0.000    0.000    0.000    0.000 transforms.py:1593(transform_path)
        3    0.000    0.000    0.000    0.000 axis.py:1893(set_major_locator)
        8    0.000    0.000    0.000    0.000 _base.py:3569(_validate_converted_limits)
        3    0.000    0.000    0.009    0.003 __init__.py:248(dump)
       16    0.000    0.000    0.000    0.000 fun.py:99(find_submodule_git_dir)
       64    0.000    0.000    0.000    0.000 dates.py:1079(<genexpr>)
        4    0.000    0.000    0.000    0.000 utils.py:214(<lambda>)
        4    0.000    0.000    0.001    0.000 math_ops.py:669(pow)
        4    0.000    0.000    0.001    0.000 type_spec.py:248(_to_tensors)
       43    0.000    0.000    0.000    0.000 monitoring.py:157(__init__)
        6    0.000    0.000    0.000    0.000 datetimes.py:265(_engine_type)
       14    0.000    0.000    0.000    0.000 control_flow_util_v2.py:343(get_op_and_outputs)
        9    0.000    0.000    0.000    0.000 telemetry.py:34(__exit__)
       10    0.000    0.000    0.000    0.000 data_adapter.py:258(<genexpr>)
      128    0.000    0.000    0.000    0.000 {method 'get_descent' of 'matplotlib.ft2font.FT2Font' objects}
       27    0.000    0.000    0.000    0.000 env.py:325(get_dir)
        2    0.000    0.000    0.000    0.000 defaults_list.py:223(_validate_self)
       40    0.000    0.000    0.000    0.000 transforms.py:282(p0)
        1    0.000    0.000    0.000    0.000 threading.py:1133(is_alive)
        4    0.000    0.000    0.000    0.000 ops.py:2713(<listcomp>)
       15    0.000    0.000    0.000    0.000 _array_api.py:501(_asarray_with_order)
        1    0.000    0.000    0.006    0.006 dense.py:137(build)
        1    0.000    0.000    0.000    0.000 argparse.py:1831(parse_known_args)
       10    0.000    0.000    0.002    0.000 while_v2.py:1406(_build_maximum_iterations_loop_var)
        4    0.000    0.000    0.000    0.000 <frozen zipimport>:63(__init__)
        2    0.000    0.000    0.000    0.000 dates.py:1308(__init__)
        6    0.000    0.000    0.000    0.000 functional.py:857(<listcomp>)
        5    0.000    0.000    0.000    0.000 keras_tensor.py:653(keras_tensor_from_tensor)
       54    0.000    0.000    0.000    0.000 text.py:321(set_antialiased)
       17    0.000    0.000    0.000    0.000 backend_bases.py:2972(<listcomp>)
       28    0.000    0.000    0.000    0.000 lines.py:936(get_markeredgecolor)
        1    0.000    0.000    0.092    0.092 service_base.py:1(<module>)
       42    0.000    0.000    0.000    0.000 core.py:1355(getmask)
        3    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1087(set_data)
        5    0.000    0.000    0.000    0.000 axis.py:1867(_set_formatter)
       23    0.000    0.000    0.000    0.000 Parser.py:572(setTrace)
        3    0.000    0.000    0.002    0.001 call_trees.py:104(visit_FunctionDef)
        8    0.000    0.000    0.000    0.000 selectors.py:21(_fileobj_to_fd)
        8    0.000    0.000    0.000    0.000 shape_base.py:139(atleast_3d)
        2    0.000    0.000    0.000    0.000 _asarray.py:22(require)
        1    0.000    0.000    0.000    0.000 base_parser.py:191(_validate_parse_dates_presence)
        2    0.000    0.000    0.000    0.000 training.py:3792(_in_multi_worker_mode)
        1    0.000    0.000    0.000    0.000 training_utils.py:172(__exit__)
       23    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(result_type)
       34    0.000    0.000    0.000    0.000 ATNConfigSet.py:188(setReadonly)
       23    0.000    0.000    0.000    0.000 nest.py:82(assert_same_structure)
        1    0.000    0.000    0.000    0.000 hydra.py:55(create_main_hydra2)
        1    0.000    0.000    0.000    0.000 datetimes.py:2514(_validate_dt64_dtype)
        4    0.000    0.000    0.000    0.000 selectors.py:366(unregister)
