         20874020 function calls (19984092 primitive calls) in 221.636 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.007    0.007 functools.py:973(__get__)
       17    0.000    0.000    0.000    0.000 backend_config.py:66(floatx)
        6    0.000    0.000    0.001    0.000 polymorphic_function.py:642(_compiler_with_scope)
        1    0.000    0.000    0.000    0.000 trackable_view.py:55(__init__)
        2    0.000    0.000    0.015    0.008 legend.py:751(draw)
       11    0.000    0.000    0.000    0.000 backend.py:1922(__init__)
        6    0.000    0.000    0.000    0.000 dataclasses.py:377(_create_fn)
       23    0.000    0.000    0.000    0.000 structure.py:411(<lambda>)
        1    0.000    0.000    0.007    0.007 platform.py:765(from_subprocess)
       22    0.000    0.000    0.000    0.000 distribution_strategy_context.py:61(_pop_per_thread_mode)
       14    0.000    0.000    0.000    0.000 tape.py:163(should_record_backprop)
       12    0.000    0.000    0.000    0.000 device_spec.py:145(from_string)
      118    0.000    0.000    0.000    0.000 Lexer.py:238(type)
        1    0.000    0.000    0.000    0.000 range_op.py:15(<module>)
       75    0.000    0.000    0.000    0.000 transformer.py:137(level)
        1    0.000    0.000    0.000    0.000 _startup_debug.py:1(<module>)
        4    0.000    0.000    0.000    0.000 monomorphic_function.py:637(record)
       22    0.000    0.000    0.008    0.000 copy.py:200(_deepcopy_list)
        4    0.000    0.000    0.000    0.000 gettext.py:211(_expand_lang)
      263    0.000    0.000    0.000    0.000 fromnumeric.py:2672(_amax_dispatcher)
       14    0.000    0.000    0.000    0.000 tf_utils.py:565(maybe_init_scope)
       28    0.000    0.000    0.000    0.000 options.py:52(__setattr__)
        7    0.000    0.000    0.000    0.000 node.py:266(input_tensors)
       13    0.000    0.000    0.000    0.000 construction.py:732(_sanitize_str_dtypes)
       20    0.000    0.000    0.000    0.000 artist.py:1001(set_alpha)
        3    0.000    0.000    0.004    0.001 wandb_settings.py:1426(keys)
        1    0.000    0.000    0.097    0.097 figure.py:3234(savefig)
        1    0.000    0.000    0.000    0.000 context.py:152(__init__)
       15    0.000    0.000    0.000    0.000 {built-in method posix.get_terminal_size}
       14    0.000    0.000    0.000    0.000 constructor.py:24(__init__)
       54    0.000    0.000    0.000    0.000 typing.py:128(_type_convert)
      211    0.000    0.000    0.000    0.000 RuleContext.py:105(setAltNumber)
       22    0.000    0.000    0.000    0.000 distribution_strategy_context.py:57(_push_per_thread_mode)
       10    0.000    0.000    0.000    0.000 ops.py:6938(get_current_name_scope)
       14    0.000    0.000    0.000    0.000 converter.py:178(uses)
       36    0.000    0.000    0.000    0.000 trace_type_builder.py:42(add_listener)
        6    0.000    0.000    0.000    0.000 backprop.py:100(get_attr)
        2    0.000    0.000    0.014    0.007 wandb_settings.py:1422(copy)
       96    0.000    0.000    0.000    0.000 typing.py:750(__eq__)
        4    0.000    0.000    0.003    0.001 axis.py:1658(grid)
        3    0.000    0.000    0.014    0.005 base_metric.py:135(update_state_fn)
        3    0.000    0.000    0.011    0.004 omegaconf.py:748(to_yaml)
        2    0.000    0.000    0.000    0.000 pyplot.py:1023(get_fignums)
      145    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        2    0.000    0.000    0.000    0.000 base_rnn.py:489(_validate_state_spec)
        2    0.000    0.000    0.000    0.000 enum.py:221(<setcomp>)
       84    0.000    0.000    0.000    0.000 trace_type_builder.py:130(has_handledata)
       20    0.000    0.000    0.003    0.000 default_types.py:202(placeholder_value)
        2    0.000    0.000    0.000    0.000 base.py:836(__iter__)
       20    0.000    0.000    0.000    0.000 tf_export.py:163(<genexpr>)
        6    0.000    0.000    0.000    0.000 PngImagePlugin.py:1064(putchunk)
        7    0.000    0.000    0.000    0.000 base.py:82(shape)
        2    0.000    0.000    0.001    0.000 control_flow_ops.py:2941(_GroupControlDeps)
      115    0.000    0.000    0.000    0.000 base_layer.py:2657(_inbound_nodes)
        2    0.000    0.000    0.000    0.000 gettext.py:542(find)
       53    0.000    0.000    0.001    0.000 base.py:245(_dereference_node)
        5    0.000    0.000    0.001    0.000 config.py:127(_get_single_key)
       84    0.000    0.000    0.000    0.000 wandb_settings.py:881(<lambda>)
       16    0.000    0.000    0.000    0.000 relativedelta.py:272(_set_months)
        6    0.000    0.000    0.000    0.000 base.py:600(_validate_and_convert_interpolation_result)
       54    0.000    0.000    0.001    0.000 artist.py:1201(update)
       40    0.000    0.000    0.000    0.000 default_element.py:401(_relative_group_path)
       13    0.000    0.000    0.000    0.000 patches.py:314(_set_edgecolor)
        8    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap>:701(_load)
        3    0.000    0.000    0.000    0.000 dumper.py:47(__init__)
       65    0.000    0.000    0.000    0.000 lines.py:1221(set_markerfacecolor)
       24    0.000    0.000    0.000    0.000 ticker.py:732(<genexpr>)
        4    0.000    0.000    0.001    0.000 while_v2.py:458(<listcomp>)
       16    0.000    0.000    0.000    0.000 dates.py:1099(__getattr__)
       14    0.000    0.000    0.000    0.000 while_v2.py:473(<listcomp>)
        2    0.000    0.000    0.000    0.000 patches.py:3950(get_path)
        6    0.000    0.000    0.000    0.000 reaching_definitions.py:222(_aggregate_predecessors_defined_in)
        1    0.000    0.000    0.000    0.000 concatenate_op.py:15(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method posix.remove}
        7    0.000    0.000    0.000    0.000 subprocess.py:250(_cleanup)
       18    0.000    0.000    0.000    0.000 settings.py:116(_safe_add_section)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:833(is_package)
       52    0.000    0.000    0.000    0.000 inspect.py:703(<genexpr>)
       18    0.000    0.000    0.000    0.000 axis.py:2218(<genexpr>)
       90    0.000    0.000    0.000    0.000 reaching_fndefs.py:45(__init__)
       36    0.000    0.000    0.000    0.000 monomorphic_function.py:1807(structured_input_signature)
        2    0.000    0.000    0.002    0.001 stateless_random_ops.py:763(stateless_random_normal)
       38    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(all)
       28    0.000    0.000    0.000    0.000 markers.py:354(get_transform)
       21    0.000    0.000    0.000    0.000 LexerATNSimulator.py:108(reset)
        2    0.000    0.000    0.007    0.004 config_repository.py:329(__init__)
        2    0.000    0.000    0.052    0.026 defaults_list.py:729(create_defaults_list)
       16    0.000    0.000    0.003    0.000 offsetbox.py:54(get_offset)
      200    0.000    0.000    0.000    0.000 callbacks.py:879(on_test_end)
       17    0.000    0.000    0.000    0.000 sre_compile.py:516(_get_charset_prefix)
       22    0.000    0.000    0.001    0.000 functions.py:25(register)
       19    0.000    0.000    0.000    0.000 axis.py:195(_set_labelrotation)
       72    0.000    0.000    0.000    0.000 ast.py:1188(visit_Name)
       11    0.000    0.000    0.000    0.000 _base.py:1017(get_yaxis_text1_transform)
       12    0.000    0.000    0.000    0.000 cfg.py:202(<dictcomp>)
        2    0.000    0.000    0.000    0.000 cmd.py:754(_terminate)
        2    0.000    0.000    0.001    0.000 wandb_settings.py:1588(_load_config_file)
       18    0.000    0.000    0.000    0.000 hooks.py:15(default_hooks)
       76    0.000    0.000    0.000    0.000 font_manager.py:844(set_file)
        1    0.000    0.000    0.001    0.001 optimizer.py:377(_build_learning_rate)
       21    0.000    0.000    0.000    0.000 Lexer.py:194(inputStream)
       42    0.000    0.000    0.000    0.000 _base.py:559(_axis_map)
       14    0.000    0.000    0.000    0.000 constructor.py:237(construct_yaml_int)
       25    0.000    0.000    0.000    0.000 structure.py:250(<lambda>)
       16    0.000    0.000    0.000    0.000 variables.py:1155(_shared_name)
       18    0.000    0.000    0.000    0.000 gradients_util.py:552(<listcomp>)
       31    0.000    0.000    0.000    0.000 math_ops.py:2213(_may_reduce_to_scalar)
       34    0.000    0.000    0.000    0.000 list_ops.py:61(_set_handle_data)
        4    0.000    0.000    0.000    0.000 legend.py:1175(<listcomp>)
        2    0.000    0.000    0.006    0.003 axis.py:794(_set_scale)
       87    0.000    0.000    0.000    0.000 variables.py:62(_make_getter)
        1    0.000    0.000    0.006    0.006 _data.py:431(fit)
        1    0.000    0.000    0.000    0.000 serialization.py:344(class_and_config_for_serialized_keras_object)
        1    0.000    0.000    0.002    0.002 internal.py:57(JobInputArguments)
       17    0.000    0.000    0.000    0.000 _base.py:3980(get_navigate)
       24    0.000    0.000    0.000    0.000 {method 'clip' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.003    0.001 gen_dataset_ops.py:8114(zip_dataset)
       36    0.000    0.000    0.000    0.000 transformer.py:124(__exit__)
       21    0.000    0.000    0.001    0.000 nodes.py:277(__deepcopy__)
       79    0.000    0.000    0.000    0.000 ops.py:3432(seed)
       61    0.000    0.000    0.000    0.000 _ufunc_config.py:425(__init__)
       40    0.000    0.000    0.000    0.000 emitter.py:426(check_empty_mapping)
       12    0.000    0.000    0.000    0.000 structured_function.py:63(_should_unpack)
        1    0.000    0.000    0.001    0.001 optimizer.py:107(_create_iteration_variable)
        1    0.000    0.000    0.000    0.000 OverrideParser.py:143(__init__)
       54    0.000    0.000    0.000    0.000 function_type.py:443(<genexpr>)
       72    0.000    0.000    0.000    0.000 transformer.py:148(__getattr__)
       58    0.000    0.000    0.000    0.000 backend_bases.py:1000(set_linewidth)
       11    0.000    0.000    0.001    0.000 tf_utils.py:610(get_tensor_spec)
        4    0.000    0.000    0.020    0.005 pyplot.py:3582(plot)
        3    0.000    0.000    0.008    0.003 serializer.py:46(serialize)
       23    0.000    0.000    0.000    0.000 typing.py:677(__init__)
       17    0.000    0.000    0.000    0.000 distribution_strategy_context.py:385(_get_default_replica_context)
       31    0.000    0.000    0.000    0.000 backend.py:1160(track_variable)
       50    0.000    0.000    0.000    0.000 device_spec.py:455(to_string)
       13    0.000    0.000    0.000    0.000 common.py:1331(is_ea_or_datetimelike_dtype)
        3    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_OpNameGetAttrType}
       25    0.000    0.000    0.000    0.000 inspect.py:302(isabstract)
        2    0.000    0.000    0.000    0.000 base.py:442(remotes)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1565(_fill_cache)
       23    0.000    0.000    0.000    0.000 config.py:324(__getitem__)
        2    0.000    0.000    0.000    0.000 config_loader_impl.py:294(<listcomp>)
        9    0.000    0.000    0.000    0.000 return_statements.py:250(_postprocess_statement)
       25    0.000    0.000    0.000    0.000 dtypes.py:206(is_subtype_of)
       14    0.000    0.000    0.000    0.000 filesystem.py:22(mkdir_exists_ok)
       12    0.000    0.000    0.000    0.000 parser.py:190(parse_document_end)
       40    0.000    0.000    0.000    0.000 ticker.py:1615(raise_if_exceeds)
        2    0.000    0.000    0.430    0.215 imperative_grad.py:29(imperative_grad)
        6    0.000    0.000    0.000    0.000 managers.py:236(set_axis)
       30    0.000    0.000    0.001    0.000 cfg.py:683(_process_basic_statement)
        1    0.000    0.000    0.728    0.728 wandb_setup.py:249(_setup)
        6    0.000    0.000    0.001    0.000 data_adapter.py:589(_is_composite)
       16    0.000    0.000    0.005    0.000 dates.py:1092(inner_func)
       70    0.000    0.000    0.000    0.000 transforms.py:272(y1)
        2    0.000    0.000    0.000    0.000 ticker.py:2013(_validate_steps)
        3    0.000    0.000    0.009    0.003 functions.py:130(transform)
       16    0.000    0.000    0.000    0.000 distribute_lib.py:2305(reduce_to)
        4    0.000    0.000    0.381    0.095 monomorphic_function.py:632(_backward_function)
        3    0.000    0.000    0.000    0.000 config.py:703(configure_handler)
        3    0.000    0.000    0.002    0.001 losses_utils.py:270(_num_elements)
        5    0.000    0.000    0.355    0.071 base_layer.py:2403(_keras_tensor_symbolic_call)
       32    0.000    0.000    0.000    0.000 transforms.py:322(min)
       10    0.000    0.000    0.000    0.000 dropout_rnn_cell_mixin.py:110(get_dropout_mask_for_cell)
       39    0.000    0.000    0.000    0.000 weakref.py:122(_commit_removals)
       53    0.000    0.000    0.000    0.000 _utils.py:1030(<listcomp>)
        4    0.000    0.000    0.001    0.000 backend_bases.py:1946(get_width_height)
       14    0.000    0.000    0.000    0.000 parser.py:159(parse_document_start)
        1    0.000    0.000    0.001    0.001 interface.py:808(deliver_run)
        1    0.000    0.000    0.001    0.001 missing.py:466(array_equivalent)
        9    0.000    0.000    0.000    0.000 transforms.py:2282(__init__)
       46    0.000    0.000    0.000    0.000 offsetbox.py:521(<listcomp>)
        7    0.000    0.000    0.000    0.000 hydra_config.py:39(instance)
       24    0.000    0.000    0.000    0.000 reaching_definitions.py:72(<dictcomp>)
       72    0.000    0.000    0.000    0.000 function_spec.py:293(is_method)
       14    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
       16    0.000    0.000    0.000    0.000 transforms.py:657(<listcomp>)
       27    0.000    0.000    0.000    0.000 base_layer.py:3377(_eager_losses)
       22    0.000    0.000    0.000    0.000 OmegaConfGrammarParser.py:182(__init__)
       11    0.000    0.000    0.000    0.000 transforms.py:788(frozen)
        2    0.000    0.000    0.008    0.004 axis.py:2358(_update_label_position)
        1    0.000    0.000    0.000    0.000 enum.py:475(_create_)
       18    0.000    0.000    0.000    0.000 tensor_spec.py:206(is_compatible_with)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1333(_path_hooks)
        2    0.000    0.000    0.000    0.000 axis.py:2298(_init)
       31    0.000    0.000    0.000    0.000 initializers.py:1100(_get_dtype)
        2    0.000    0.000    0.000    0.000 printer.py:310(get_printer)
        6    0.000    0.000    0.000    0.000 subprocess.py:1045(__del__)
        4    0.000    0.000    0.001    0.000 type_spec.py:226(placeholder_value)
        1    0.000    0.000    0.000    0.000 compile_utils.py:459(build)
       14    0.000    0.000    0.000    0.000 func_graph.py:586(variables)
        1    0.000    0.000    0.000    0.000 typing.py:1192(__init_subclass__)
        6    0.000    0.000    0.002    0.000 optimizer_v2.py:1144(iterations)
        1    0.000    0.000    0.357    0.357 training.py:1820(step_function)
       19    0.000    0.000    0.000    0.000 inspect.py:685(<listcomp>)
       59    0.000    0.000    0.000    0.000 {built-in method math.floor}
        7    0.000    0.000    0.000    0.000 typing.py:841(copy_with)
       70    0.000    0.000    0.000    0.000 options.py:254(_set_mutable)
       13    0.000    0.000    0.002    0.000 _param_validation.py:72(<listcomp>)
        2    0.000    0.000    0.001    0.000 gen_array_ops.py:1992(diag_part)
        1    0.000    0.000    0.000    0.000 netrc.py:1(<module>)
       54    0.000    0.000    0.000    0.000 env.py:273(get_entity)
       30    0.000    0.000    0.000    0.000 getlimits.py:563(tiny)
      176    0.000    0.000    0.000    0.000 callbacks.py:812(on_predict_batch_begin)
       12    0.000    0.000    0.000    0.000 iterator_ops.py:926(_from_components)
       16    0.000    0.000    0.000    0.000 typing.py:218(_deduplicate)
       36    0.000    0.000    0.000    0.000 tensor_util.py:559(<listcomp>)
       14    0.000    0.000    0.013    0.001 constructor.py:47(get_single_data)
        1    0.000    0.000    0.000    0.000 graph_view.py:29(__init__)
        3    0.000    0.000    0.000    0.000 api.py:196(get_extra_locals)
        6    0.000    0.000    0.000    0.000 op_selector.py:131(make_list_of_t)
        2    0.000    0.000    0.431    0.216 optimizer_v2.py:517(_get_gradients)
        3    0.000    0.000    0.000    0.000 version.py:232(__str__)
        1    0.000    0.000    0.001    0.001 gitlib.py:155(remote_url)
       22    0.000    0.000    0.000    0.000 distribute_lib.py:298(_require_cross_replica_or_default_context_extended)
        6    0.000    0.000    0.004    0.001 omegaconf.py:542(to_container)
       10    0.000    0.000    0.161    0.016 lstm.py:1257(cudnn_lstm_fn)
        2    0.000    0.000    0.003    0.001 gen_array_ops.py:11926(transpose_eager_fallback)
        5    0.000    0.000    0.000    0.000 _base.py:1126(_set_position)
       60    0.000    0.000    0.000    0.000 tensor_array_ops.py:494(element_shape)
        3    0.000    0.000    0.001    0.000 control_flow.py:47(visit_FunctionDef)
      100    0.000    0.000    0.000    0.000 artist.py:723(get_path_effects)
        4    0.000    0.000    0.000    0.000 tempfile.py:284(gettempdir)
       87    0.000    0.000    0.000    0.000 ops.py:3437(seed)
       14    0.000    0.000    0.000    0.000 config_repository.py:77(get_schema_source)
       46    0.000    0.000    0.000    0.000 text.py:429(<listcomp>)
       29    0.000    0.000    0.000    0.000 sre_parse.py:259(getwhile)
        9    0.000    0.000    0.000    0.000 head.py:50(__init__)
       23    0.000    0.000    0.000    0.000 tensor_spec.py:336(_to_components)
       29    0.000    0.000    0.000    0.000 base_layer.py:1249(input_spec)
        1    0.000    0.000    0.354    0.354 training.py:1763(test_step)
        4    0.000    0.000    0.009    0.002 dropout.py:115(dropped_inputs)
        2    0.000    0.000    0.000    0.000 wandb_config.py:171(_update)
        6    0.000    0.000    0.000    0.000 emitter.py:178(expect_document_start)
      102    0.000    0.000    0.000    0.000 gradients_util.py:99(<genexpr>)
        1    0.000    0.000    0.005    0.005 OverrideParser.py:202(override)
        1    0.000    0.000    0.000    0.000 series.py:664(_constructor_from_mgr)
       17    0.000    0.000    0.000    0.000 base.py:831(_reset_identity)
        2    0.000    0.000    0.087    0.044 backend_agg.py:381(draw)
        8    0.000    0.000    0.000    0.000 common.py:137(is_object_dtype)
       22    0.000    0.000    0.001    0.000 defaults_list.py:195(is_deleted)
       15    0.000    0.000    0.000    0.000 base_layer.py:1181(dtype)
       38    0.000    0.000    0.000    0.000 text.py:1041(set_fontfamily)
        2    0.000    0.000    0.000    0.000 base.py:1146(take)
        8    0.000    0.000    0.000    0.000 wandb_settings.py:1011(_validate_console)
       30    0.000    0.000    0.006    0.000 templates.py:142(visit_Expr)
       23    0.000    0.000    0.000    0.000 InputStream.py:17(__init__)
        5    0.000    0.000    0.000    0.000 typing.py:832(__getitem__)
       37    0.000    0.000    0.000    0.000 resource_variable_ops.py:86(_set_handle_shapes_and_types)
       14    0.000    0.000    0.000    0.000 monomorphic_function.py:152(_backward_name)
      169    0.000    0.000    0.000    0.000 axis.py:283(get_loc)
      144    0.000    0.000    0.000    0.000 PredictionContext.py:128(getParent)
       78    0.000    0.000    0.000    0.000 func_graph.py:612(<listcomp>)
       12    0.000    0.000    0.000    0.000 base_layer.py:1205(dynamic)
       13    0.000    0.000    0.000    0.000 __init__.py:1675(getEffectiveLevel)
        4    0.000    0.000    0.000    0.000 functional.py:1624(shape_with_no_batch_size)
        2    0.000    0.000    0.000    0.000 gettext.py:583(translation)
        4    0.000    0.000    0.000    0.000 api.py:148(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:2126(shutdown)
        1    0.000    0.000    0.001    0.001 training.py:1217(make_train_function)
        1    0.000    0.000    0.000    0.000 _impl.py:1(<module>)
       39    0.000    0.000    0.000    0.000 inspect.py:700(<genexpr>)
       54    0.000    0.000    0.000    0.000 layer_utils.py:698(arg_was_passed)
        5    0.000    0.000    0.000    0.000 config.py:539(_included_paths)
       48    0.000    0.000    0.000    0.000 inspect.py:286(isbuiltin)
       25    0.000    0.000    0.017    0.001 array_grad.py:818(_ExpandDimsGrad)
       10    0.000    0.000    0.000    0.000 {method 'update' of 'collections.OrderedDict' objects}
       22    0.000    0.000    0.000    0.000 basecontainer.py:857(_deep_update_subnode)
       30    0.000    0.000    0.000    0.000 OmegaConfGrammarParser.py:808(__init__)
       19    0.000    0.000    0.001    0.000 structure.py:390(to_tensor_list)
        1    0.000    0.000    0.000    0.000 reporting.py:45(set_context)
        8    0.000    0.000    0.000    0.000 wandb_settings.py:769(<lambda>)
        4    0.000    0.000    0.000    0.000 ops.py:2672(<listcomp>)
        5    0.000    0.000    0.050    0.010 pyplot.py:270(_get_backend_mod)
        3    0.000    0.000    0.000    0.000 initializers.py:567(__init__)
        3    0.000    0.000    0.000    0.000 wandb_manager.py:190(_get_service_interface)
        4    0.000    0.000    0.007    0.002 dropout_rnn_cell_mixin.py:41(__init__)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:236(nanmin)
        1    0.000    0.000    0.044    0.044 Image.py:2376(save)
       16    0.000    0.000    0.000    0.000 {method '__copy__' of 'numpy.ndarray' objects}
       16    0.000    0.000    0.000    0.000 wandb_settings.py:1414(__setattr__)
        8    0.000    0.000    0.000    0.000 __init__.py:1404(__init__)
        6    0.000    0.000    0.000    0.000 cmd.py:338(__getattribute)
        2    0.000    0.000    0.000    0.000 optimizer_v2.py:648(<listcomp>)
        4    0.000    0.000    0.000    0.000 base.py:541(to_numpy)
        1    0.000    0.000    0.000    0.000 _base.py:873(_set_lim_and_transforms)
        3    0.000    0.000    0.000    0.000 mailbox.py:442(get_handle)
      2/1    0.000    0.000    0.000    0.000 remote.py:567(__getattr__)
      124    0.000    0.000    0.000    0.000 control_flow_util.py:209(GetContainingXLAContext)
        8    0.000    0.000    0.000    0.000 _base.py:937(get_xaxis_text1_transform)
       39    0.000    0.000    0.000    0.000 reaching_definitions.py:84(__ne__)
        2    0.000    0.000    0.002    0.001 backend.py:2035(random_normal)
    22/16    0.000    0.000    0.004    0.000 OmegaConfGrammarParser.py:204(accept)
        2    0.000    0.000    0.000    0.000 configparser.py:826(getboolean)
        2    0.000    0.000    0.000    0.000 optimizer_v2.py:1386(_assert_valid_dtypes)
       18    0.000    0.000    0.000    0.000 retry.py:206(retriable)
        3    0.000    0.000    0.002    0.001 generic.py:510(_validate_dtype)
        1    0.000    0.000    0.000    0.000 PpmImagePlugin.py:16(<module>)
        1    0.000    0.000    0.000    0.000 interface.py:843(deliver_run_start)
        1    0.000    0.000    0.000    0.000 wandb_settings.py:1902(_apply_run_start)
       18    0.000    0.000    0.000    0.000 base_layer.py:3816(_lookup_dependency)
      128    0.000    0.000    0.000    0.000 {built-in method fromordinal}
        1    0.000    0.000    0.000    0.000 {built-in method posix.uname}
       28    0.000    0.000    0.000    0.000 transforms.py:2759(get_transformed_points_and_affine)
       23    0.000    0.000    0.003    0.000 BufferedTokenStream.py:189(setup)
        1    0.000    0.000    0.000    0.000 importlib_resources_config_source.py:2(<module>)
       52    0.000    0.000    0.000    0.000 __init__.py:227(_releaseLock)
     15/9    0.000    0.000    0.000    0.000 qual_names.py:171(__str__)
     12/8    0.000    0.000    0.007    0.001 offsetbox.py:484(<listcomp>)
        8    0.000    0.000    0.000    0.000 wandb_settings.py:821(<lambda>)
       28    0.000    0.000    0.000    0.000 markers.py:297(get_joinstyle)
        2    0.000    0.000    0.001    0.000 array_ops.py:2785(tensor_diag_part)
       44    0.000    0.000    0.000    0.000 lines.py:726(_get_transformed_path)
      272    0.000    0.000    0.000    0.000 {method 'weekday' of 'datetime.date' objects}
       41    0.000    0.000    0.000    0.000 ag_ctx.py:64(__init__)
        8    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.count_bboxes_overlapping_bbox}
       15    0.000    0.000    0.000    0.000 {method 'intersection' of 'set' objects}
       16    0.000    0.000    0.000    0.000 calendar.py:113(weekday)
       14    0.000    0.000    0.000    0.000 while_v2.py:1299(_check_num_inputs_outputs)
        8    0.000    0.000    0.002    0.000 _base.py:233(__call__)
       34    0.000    0.000    0.000    0.000 default_gradient.py:64(supports_default_grad)
        2    0.000    0.000    0.000    0.000 custom_gradient.py:327(decorator)
        2    0.000    0.000    0.008    0.004 config_loader_impl.py:152(_process_config_searchpath)
       24    0.000    0.000    0.000    0.000 text.py:1181(set_position)
        9    0.000    0.000    0.000    0.000 context.py:1378(remove_function)
       37    0.000    0.000    0.000    0.000 emitter.py:388(expect_block_mapping)
        8    0.000    0.000    0.001    0.000 wandb_settings.py:626(<lambda>)
        4    0.000    0.000    0.000    0.000 data_adapter.py:441(can_handle)
        6    0.000    0.000    0.000    0.000 training_utils.py:183(get_input_shape_and_dtype)
       19    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(isclose)
        4    0.000    0.000    0.000    0.000 while_v2.py:391(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method _socket.socketpair}
       11    0.000    0.000    0.000    0.000 _base.py:1043(get_yaxis_text2_transform)
       20    0.000    0.000    0.005    0.000 backend.py:5178(<genexpr>)
        8    0.000    0.000    0.000    0.000 {built-in method numpy.frombuffer}
       12    0.000    0.000    0.011    0.001 composer.py:50(compose_document)
        2    0.000    0.000    0.000    0.000 sock_client.py:189(send)
       20    0.000    0.000    0.009    0.000 backend.py:5146(<genexpr>)
      128    0.000    0.000    0.000    0.000 {built-in method combine}
        1    0.000    0.000    0.007    0.007 platform.py:438(mac_ver)
       54    0.000    0.000    0.000    0.000 text.py:1335(set_parse_math)
        4    0.000    0.000    0.008    0.002 data_adapter.py:384(grab_batch)
        3    0.000    0.000    0.000    0.000 {built-in method sys.getsizeof}
        3    0.000    0.000    0.001    0.000 callbacks.py:307(set_model)
       70    0.000    0.000    0.000    0.000 options.py:440(_set_mutable)
        3    0.000    0.000    0.002    0.001 math_ops.py:2637(reduce_mean)
       48    0.000    0.000    0.000    0.000 origin_info.py:53(line_loc)
        2    0.000    0.000    0.000    0.000 common.py:1204(is_potential_multi_index)
      100    0.000    0.000    0.000    0.000 monomorphic_function.py:235(<listcomp>)
      100    0.000    0.000    0.000    0.000 backend_bases.py:834(get_clip_path)
       50    0.000    0.000    0.000    0.000 tensor_array_ops.py:490(dtype)
        1    0.000    0.000    0.003    0.003 backend.py:142(_ensure_launched_manager)
       16    0.000    0.000    0.007    0.000 dates.py:1199(__call__)
       58    0.000    0.000    0.000    0.000 offsetbox.py:125(<listcomp>)
       65    0.000    0.000    0.000    0.000 lines.py:550(set_markevery)
       16    0.000    0.000    0.003    0.000 offsetbox.py:297(get_offset)
       20    0.000    0.000    0.000    0.000 tensor_array_ops.py:1339(_check_dtypes)
        5    0.000    0.000    0.000    0.000 enum.py:571(_get_mixins_)
        5    0.000    0.000    0.000    0.000 config.py:1082(is_op_determinism_enabled)
       36    0.000    0.000    0.000    0.000 transformer.py:120(__enter__)
       44    0.000    0.000    0.000    0.000 _utils.py:684(get_list_element_type)
       35    0.000    0.000    0.000    0.000 _collections_abc.py:868(__iter__)
       65    0.000    0.000    0.000    0.000 lines.py:1231(set_markerfacecoloralt)
        2    0.000    0.000    1.070    0.535 training.py:1248(run_step)
        4    0.000    0.000    0.001    0.000 while_v2.py:371(<listcomp>)
        4    0.000    0.000    0.000    0.000 function_base.py:396(average)
       24    0.000    0.000    0.001    0.000 fromnumeric.py:2085(clip)
       21    0.000    0.000    0.000    0.000 activity.py:203(mark_param)
        8    0.000    0.000    0.000    0.000 structured_config_source.py:50(is_config)
       44    0.000    0.000    0.000    0.000 transforms.py:2786(get_affine)
        1    0.000    0.000    0.000    0.000 json_format.py:133(MessageToDict)
       10    0.000    0.000    0.000    0.000 nodes.py:501(__deepcopy__)
        1    0.000    0.000    0.001    0.001 construction.py:96(arrays_to_mgr)
        2    0.000    0.000    0.000    0.000 custom_gradient.py:331(__init__)
       12    0.000    0.000    0.000    0.000 managers.py:2002(internal_values)
        2    0.000    0.000    0.000    0.000 utils.py:296(env_override)
        4    0.000    0.000    0.000    0.000 backend_bases.py:2941(_wait_cursor_for_draw_cm)
        4    0.000    0.000    0.001    0.000 gen_math_ops.py:7071(_pow)
      100    0.000    0.000    0.000    0.000 backend_bases.py:849(get_dashes)
       84    0.000    0.000    0.000    0.000 wandb_settings.py:939(<lambda>)
        1    0.000    0.000    0.002    0.002 training.py:187(__new__)
       38    0.000    0.000    0.000    0.000 LexerActionExecutor.py:45(append)
    22/16    0.000    0.000    0.004    0.000 OmegaConfGrammarParser.py:340(accept)
      138    0.000    0.000    0.000    0.000 artist.py:611(get_gid)
       16    0.000    0.000    0.000    0.000 base.py:113(__getstate__)
       26    0.000    0.000    0.000    0.000 transforms.py:2421(transform_path_non_affine)
       57    0.000    0.000    0.002    0.000 _methods.py:46(_sum)
       16    0.000    0.000    0.000    0.000 transforms.py:659(<listcomp>)
       16    0.000    0.000    0.000    0.000 wandb_settings.py:859(<lambda>)
        4    0.000    0.000    0.002    0.000 _base.py:2300(add_line)
